COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAME,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,COD_SPRO,UNIVERSITY,ACADEMIC_PROGRAM,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,FEP_PRO,G_SC,PERCENTILE,2ND_DECILE,QUARTILE,SEL,SEL_IHE
SB11201220014587,F,Complete professional education,Complete professional education,Executive,Technical or professional level employee,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,INST EDUCATIVA INFANTAS                                                                             ,PRIVATE,ACADEMIC,49,57,57,52,55,EK201830103081,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,40,26,40,49,52,167,139,38,2,2,4,2
SB11201220014617,M,Complete technique or technology,Complete Secundary,Executive,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0,No,INST EDUCATIVA INFANTAS                                                                             ,PRIVATE,ACADEMIC,66,64,69,65,48,EK201830218728,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",ELECTRONIC ENGINEERING,62,62,84,59,56,140,160,71,4,3,2,2
SB11201220014618,M,Complete technique or technology,Incomplete Professional Education,Operator,Auxiliary or Administrative,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,INST EDUCATIVA INFANTAS                                                                             ,PRIVATE,ACADEMIC,62,79,69,65,78,EK201830038760,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,98,89,93,87,97,214,196,98,5,4,4,2
SB11201220014632,M,Complete primary ,Complete primary ,Retired,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,INST EDUCATIVA INFANTAS                                                                             ,PRIVATE,ACADEMIC,48,53,47,56,53,EK201830038748,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,72,57,60,54,5,158,145,48,3,2,2,2
SB11201220014778,F,Complete Secundary,Complete primary ,Operator,Other occupation,Stratum 2,Level 2,Six,,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA INSTITUTO TECNICO SUPERIOR DE COMERCIO,PUBLIC,TECHNICAL/ACADEMIC,52,62,64,59,65,EK201830180883,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,81,12,14,81,21,141,140,40,3,2,1,2
SB11201220014807,F,Incomplete Secundary,Complete Secundary,Independent,Home,Stratum 1,Level 3,Four,,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,INSTITUCION EDUCATIVA INSTITUTO TECNICO SUPERIOR DE COMERCIO,PUBLIC,TECHNICAL/ACADEMIC,66,57,69,65,58,EK201830148625,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,97,68,69,84,95,191,181,92,5,4,1,2
SB11201220014852,F,Incomplete Secundary,0,0,Home,Stratum 1,It is not classified by the SISBEN,Two,,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,less than 1 LMMW,0,INSTITUCION EDUCATIVA INSTITUTO TECNICO SUPERIOR DE COMERCIO,PUBLIC,TECHNICAL/ACADEMIC,42,43,47,48,45,EK201830110326,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,31,24,35,22,79,116,137,35,2,2,1,2
SB11201220014859,F,Complete professional education,Complete Secundary,Auxiliary or Administrative,Other occupation,Stratum 2,Level 3,Five,,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA INSTITUTO TECNICO SUPERIOR DE COMERCIO,PUBLIC,TECHNICAL/ACADEMIC,64,66,69,71,54,EK201830149320,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,88,83,64,3,17,200,148,53,3,3,2,2
SB11201220014982,M,Complete Secundary,Postgraduate education,Auxiliary or Administrative,Other occupation,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,I.E. CASD JOSE PRUDENCIO PADILLA,PUBLIC,TECHNICAL/ACADEMIC,74,64,64,74,78,EK201830148492,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,ELECTRIC ENGINEERING,100,90,62,96,77,123,189,96,5,4,2,2
SB11201220014987,M,Complete technique or technology,Postgraduate education,Technical or professional level employee,Executive,Stratum 1,It is not classified by the SISBEN,Eight,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,I.E. CASD JOSE PRUDENCIO PADILLA,PUBLIC,TECHNICAL/ACADEMIC,62,66,74,65,67,EK201830131607,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,92,99,96,82,69,161,190,96,5,4,2,2
SB11201220014993,M,Complete Secundary,Complete Secundary,Operator,Home,Stratum 2,Level 2,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,I.E. CASD JOSE PRUDENCIO PADILLA,PUBLIC,TECHNICAL/ACADEMIC,70,67,57,55,62,EK201830128785,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,ELECTRIC ENGINEERING,93,54,4,71,21,149,145,49,3,2,1,2
SB11201220015155,M,Complete Secundary,Incomplete Secundary,Technical or professional level employee,Home,Stratum 2,Level 2,Five,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA JOSE ANTONIO GALAN,PUBLIC,ACADEMIC,35,58,57,44,46,EK201830012533,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",ELECTRONIC ENGINEERING,5,12,27,37,18,137,118,11,1,1,2,2
SB11201220015259,M,Complete Secundary,Incomplete technical or technological,Operator,Auxiliary or Administrative,Stratum 2,Level 2,Five,,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COL DE LAS AMERICAS                                                                                 ,PRIVATE,TECHNICAL/ACADEMIC,87,68,62,78,68,EK201830100079,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,100,89,10,89,79,107,174,86,5,4,1,2
SB11201220015339,M,Complete professional education,Complete technique or technology,Operator,Technical or professional level employee,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,INST EDUCATIVA INFANTAS                                                                             ,PRIVATE,ACADEMIC,55,68,81,61,71,EK201830038786,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,90,72,69,78,50,157,167,80,5,4,4,2
SB11201220015375,M,Complete Secundary,Complete Secundary,Other occupation,Auxiliary or Administrative,Stratum 2,Level 2,Five,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA INSTITUTO TECNICO SUPERIOR DE COMERCIO,PUBLIC,TECHNICAL/ACADEMIC,55,54,52,50,48,EK201830066987,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",ELECTRONIC ENGINEERING,57,41,34,67,14,143,140,40,3,2,1,2
SB11201220015391,M,Complete professional education,Incomplete Secundary,Independent professional,Home,Stratum 2,Level 2,Four,,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,I.E. CASD JOSE PRUDENCIO PADILLA,PUBLIC,TECHNICAL/ACADEMIC,56,67,69,59,50,EK201830155139,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,90,79,87,73,21,164,168,81,5,4,2,2
SB11201220015428,F,Complete technique or technology,Incomplete Professional Education,Independent,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I.E. CASD JOSE PRUDENCIO PADILLA,PUBLIC,TECHNICAL/ACADEMIC,65,64,50,61,59,EK201830171935,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,32,81,57,65,82,121,159,70,4,3,2,2
SB11201220015753,F,0,0,0,Home,Stratum 1,Level 1,Five,,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,0,COLEGIO  INTEGRADO HELENA SANTOS ROSILLO,PUBLIC,TECHNICAL,96,59,69,91,64,EK201830135543,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,96,71,15,52,50,152,153,62,4,3,1,2
SB11201220015895,M,Incomplete primary ,Incomplete primary ,Independent,Home,Stratum 2,Level 1,Four,,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,less than 1 LMMW,No,COLEGIO  INTEGRADO HELENA SANTOS ROSILLO,PUBLIC,TECHNICAL,69,49,48,77,68,EK201830150112,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,95,63,5,80,29,152,152,60,4,3,1,2
SB11201220015900,F,Incomplete primary ,Incomplete Secundary,Independent,Home,Stratum 3,Level 3,Five,,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,COLEGIO NACIONAL JOSE ANTONIO GALAN,PUBLIC,ACADEMIC,65,64,65,71,68,EK201830125820,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,93,40,81,77,32,171,163,75,4,4,1,2
SB11201220016012,F,Incomplete Secundary,Complete professional education,Small entrepreneur ,Independent professional,Stratum 2,It is not classified by the SISBEN,Two,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INSTITUTO ADVENTISTA DEL CARARE,PRIVATE,ACADEMIC,53,54,50,61,57,EK201830102198,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-BUCARAMANGA,MECHATRONICS ENGINEERING,73,51,20,44,26,119,141,41,3,2,2,2
SB11201220016117,F,Complete professional education,Complete professional education,Technical or professional level employee,Technical or professional level employee,Stratum 3,Level 3,Three,,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO INTEGRADO  DEL CARARE,PUBLIC,TECHNICAL/ACADEMIC,53,85,66,65,68,EK201830133717,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,77,86,92,90,21,161,173,86,5,4,4,2
SB11201220016141,F,Incomplete Secundary,Incomplete Secundary,Operator,Small entrepreneur ,Stratum 2,Level 2,Two,,No,Yes,No,No,No,No,No,No,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO INTEGRADO  DEL CARARE,PUBLIC,TECHNICAL/ACADEMIC,59,57,64,61,57,EK201830058382,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,85,84,87,76,68,139,176,88,5,4,2,2
SB11201220016156,M,Complete primary ,Incomplete technical or technological,Entrepreneur ,Technical or professional level employee,Stratum 1,Level 1,Four,,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Between 2 and less than 3 LMMW,No,COLEGIO INTEGRADO  DEL CARARE,PUBLIC,TECHNICAL/ACADEMIC,58,49,50,56,50,EK201830105416,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA,CIVIL ENGINEERING,40,15,12,50,1,137,116,9,1,1,2,2
SB11201220016361,M,Complete technique or technology,Complete Secundary,Technical or professional level employee,Home,Stratum 2,Level 3,Three,,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO,PUBLIC,TECHNICAL,62,51,57,61,52,EK201830024686,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,89,63,97,56,14,179,164,76,4,4,2,2
SB11201220016373,M,Complete primary ,Incomplete primary ,Independent,Retired,Stratum 2,Level 1,Seven,,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO,PUBLIC,TECHNICAL,65,57,62,61,48,EK201830209082,FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO-YOPAL,CIVIL ENGINEERING,89,53,17,24,43,103,143,45,3,2,2,2
SB11201220016576,F,Complete Secundary,Incomplete primary ,Independent professional,Home,Stratum 1,Level 1,Three,,No,No,No,Yes,No,No,No,Yes,Yes,No,less than 1 LMMW,No,INSTITUTO INTEGRADO DE COMERCIO CAMILO TORRES,PUBLIC,TECHNICAL/ACADEMIC,49,43,50,51,45,EK201830211527,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,61,40,38,18,79,82,145,48,3,2,2,2
SB11201220016867,F,Complete technique or technology,Incomplete technical or technological,Independent professional,Auxiliary or Administrative,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INSTITUTO GABRIEL GARCIA MARQUEZ,PUBLIC,ACADEMIC,51,54,50,51,60,EK201830170118,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,31,57,38,53,25,146,140,39,2,2,3,2
SB11201220017080,M,Incomplete technical or technological,Incomplete Secundary,Independent,Independent,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COL TEC VICENTE AZUERO,PUBLIC,TECHNICAL,68,52,61,71,55,EK201830170100,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,100,4,82,65,59,125,161,72,4,3,4,2
SB11201220017137,F,Complete Secundary,Complete Secundary,Technical or professional level employee,Home,Stratum 2,Level 2,Four,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO TECNICO INDUSTRIAL JOSE ELIAS PUYANA,PUBLIC,TECHNICAL/ACADEMIC,71,56,56,72,53,EK201830215938,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA-TUNJA,TRANSPORTATION AND ROAD ENGINEERING,74,82,55,25,61,171,156,66,4,3,2,1
SB11201220017162,F,0,0,0,Home,Stratum 1,Level 1,Four,,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO TECNICO INDUSTRIAL JOSE ELIAS PUYANA,PUBLIC,TECHNICAL/ACADEMIC,50,59,55,50,59,EK201830135844,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,ELECTRIC ENGINEERING,83,69,62,57,33,173,157,68,4,3,1,2
SB11201220017249,F,Incomplete primary ,0,0,Home,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL SANTA ISABEL DE HUNGRIA,PRIVATE,TECHNICAL,59,62,68,62,52,EK201830142048,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA,INDUSTRIAL ENGINEERING,62,93,53,72,96,139,173,85,5,4,4,2
SB11201220017260,F,Complete professional education,Incomplete Professional Education,Executive,Independent professional,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL SANTA ISABEL DE HUNGRIA,PRIVATE,TECHNICAL,53,58,57,54,46,EK201830170043,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,38,41,36,39,49,129,138,37,2,2,4,2
SB11201220017290,F,Complete professional education,Complete professional education,Independent professional,Independent professional,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL DEL SAGRADO CORAZON DE JESUS,PRIVATE,ACADEMIC,83,100,77,80,75,EK201830140155,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,94,87,91,96,73,183,189,96,5,4,4,2
SB11201220017305,M,Incomplete primary ,Complete primary ,0,0,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COL AGUSTINIANO,PRIVATE,ACADEMIC,55,50,55,46,60,EK201830173629,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,MECHANICAL ENGINEERING,68,91,65,69,2,149,153,61,4,3,4,2
SB11201220017335,M,Complete professional education,Complete professional education,Technical or professional level employee,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0,No,COL AGUSTINIANO,PRIVATE,ACADEMIC,75,70,66,67,82,EK201830038854,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,73,62,54,98,23,179,164,76,4,4,4,2
SB11201220017339,M,Complete professional education,Incomplete Professional Education,Executive,Technical or professional level employee,Stratum 2,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL AGUSTINIANO,PRIVATE,ACADEMIC,100,79,77,79,73,EK201830126560,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,98,100,95,89,18,214,188,95,5,4,4,2
SB11201220017348,M,Postgraduate education,Incomplete Professional Education,Independent professional,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL AGUSTINIANO,PRIVATE,ACADEMIC,79,87,81,80,78,EK201830170162,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,100,99,100,98,66,215,211,100,5,4,4,2
SB11201220017460,M,Incomplete Secundary,Complete Secundary,Independent,Small entrepreneur ,Stratum 3,Level 3,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO TECNICO INDUSTRIAL JOSE ELIAS PUYANA,PUBLIC,TECHNICAL/ACADEMIC,60,52,53,55,42,EK201830170136,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,97,36,28,40,22,82,146,50,3,3,2,2
SB11201220017463,F,0,0,0,0,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO TECNICO INDUSTRIAL JOSE ELIAS PUYANA,PUBLIC,TECHNICAL/ACADEMIC,60,64,59,68,58,EK201830129443,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,91,98,91,53,15,182,171,84,5,4,4,2
SB11201220017465,F,Complete technique or technology,Complete Secundary,Auxiliary or Administrative,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO TECNICO INDUSTRIAL JOSE ELIAS PUYANA,PUBLIC,TECHNICAL/ACADEMIC,77,62,61,74,53,EK201830138899,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,88,88,65,71,66,177,171,84,5,4,2,2
SB11201220017468,F,Incomplete primary ,Incomplete primary ,0,0,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,0,COL REINA DE LA PAZ,PRIVATE,ACADEMIC,61,67,60,52,75,EK201830128615,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,76,92,52,86,8,166,160,72,4,3,4,2
SB11201220017568,F,Incomplete primary ,0,0,0,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INSTITUTO EMPRESARIAL GABRIELA MISTRAL,PUBLIC,TECHNICAL,57,55,53,65,54,EK201830129379,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,94,68,4,35,50,137,145,49,3,2,4,2
SB11201220017589,F,0,0,0,Home,Stratum 3,Level 2,Two,,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,INSTITUTO EMPRESARIAL GABRIELA MISTRAL,PUBLIC,TECHNICAL,60,58,59,62,57,EK201830148192,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,91,60,25,79,65,159,161,72,4,3,1,2
SB11201220017700,F,Complete Secundary,Incomplete Secundary,Operator,Home,Stratum 2,Level 1,Six,,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Between 1 and less than 2 LMMW,No,COL GONZALO JIMENEZ NAVAS,PUBLIC,TECHNICAL,51,56,57,55,54,EK201830166271,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,59,43,10,53,74,118,143,44,3,2,1,2
SB11201220017759,F,0,0,0,Home,Stratum 2,It is not classified by the SISBEN,Three,,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COL INTEGD SAN JOSE,PRIVATE,TECHNICAL/ACADEMIC,68,58,66,65,59,EK201830125412,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,94,98,37,83,73,161,177,88,5,4,2,2
SB11201220017794,M,Complete professional education,Complete professional education,Small entrepreneur ,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,GIMN CAMP SAN SEBASTIAN                                                                             ,PRIVATE,ACADEMIC,52,52,55,55,49,EK201830094878,UNIVERSIDAD SANTO TOMAS-BUCARAMANGA,INDUSTRIAL ENGINEERING,73,34,46,35,16,126,140,40,3,2,4,2
SB11201220018070,M,Complete Secundary,Complete Secundary,Operator,Operator,Stratum 3,It is not classified by the SISBEN,Five,,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COL TEC VICENTE AZUERO,PUBLIC,TECHNICAL,79,64,72,72,62,EK201830129935,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,98,82,90,74,65,162,181,91,5,4,2,2
SB11201220018327,M,Complete primary ,Complete primary ,Technical or professional level employee,Entrepreneur ,Stratum 1,Level 1,Five,,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,"Yes, less than 20 hours per week",COL TEC VICENTE AZUERO,PUBLIC,TECHNICAL,67,59,55,68,53,EK201830173946,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,MECHANICAL ENGINEERING,99,28,48,77,2,176,148,54,3,3,2,2
SB11201220018473,M,0,0,0,Home,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COL TEC VICENTE AZUERO,PUBLIC,TECHNICAL,74,64,59,82,54,EK201830127533,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,99,96,84,66,9,188,172,85,5,4,2,2
SB11201220018548,F,Complete primary ,Complete Secundary,Independent,Home,Stratum 2,Level 2,Five,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INST MADRE DEL BUEN CONSEJO,PUBLIC,TECHNICAL/ACADEMIC,50,51,45,50,49,EK201830065265,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,40,54,64,20,61,158,145,49,3,2,1,2
SB11201220018698,F,0,Incomplete primary ,0,Independent professional,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,INST SANTA TERESITA,PRIVATE,ACADEMIC,62,62,72,72,71,EK201830038739,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,63,78,78,79,59,147,167,79,4,4,3,2
SB11201220018871,M,Complete primary ,0,0,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,IE LICEO PATRIA,PUBLIC,TECHNICAL/ACADEMIC,56,57,60,78,57,EK201830151312,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,86,85,80,10,74,72,164,76,4,4,2,2
SB11201220019097,F,Complete Secundary,Complete Secundary,Operator,Home,Stratum 2,It is not classified by the SISBEN,Five,,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO METROPOLITANO DEL SUR,PUBLIC,TECHNICAL/ACADEMIC,50,54,49,66,64,EK201830038780,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,97,53,7,94,20,180,155,65,4,3,2,2
SB11201220019111,F,Complete Secundary,Complete Secundary,Independent,Independent,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO INTEGRADO JORGE ISAAC,PRIVATE,TECHNICAL/ACADEMIC,50,43,47,50,55,EK201830170021,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,61,62,20,64,4,147,137,35,2,2,3,2
